2023-05-15,商品ID,商品名稱,商品訪客數,商品頁瀏覽數,跳出商品的不重複訪客,商品頁的跳出率,搜尋點擊,商品按讚數,商品頁訪客數(加入購物車),加入購物車(件數),加入購物車轉換率,買家(全部訂單),數量(全部訂單),銷售額(全部訂單) (TWD),轉換率(全部訂單),買家(可出貨訂單),數量(可出貨訂單),銷售額(可出貨訂單) (TWD),轉換率(可出貨訂單),全部訂單到可出貨訂單的轉換率
2023-05-15,8195879527,Dieffenbachia ‘Bausei’ 迷彩黛粉葉,3,2,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,21274357078,Pretty嘉德麗雅蘭  雙色起司的配色🧀️ | 不一定有花,16,19,4,25.00%,1,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,21934973594,〘宅嚴選〙宅栽嚴選植株  需要先聊聊喔~,1,1,1,100.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,23941316264,黃斑白斑合果芋組合 特價450元（原價550元）,6,5,3,50.00%,0,0,1,1,16.67%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,21361509655,黃金火之戒 巨大植株,4,3,1,25.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,18088623783,仙氣滿分 小型的日本玉簪 Hosta ‘Silver Streak’,27,37,6,22.22%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,18663550424,金山金剛長生蘭 矮種斑葉白石斛,1,4,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,7106503977,Peperomia prostrata ‘String of Turtles’海龜串椒草,16,19,4,25.00%,1,1,1,1,6.25%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,21943700299,雪餅火鶴 lovep**** 私人訂購請勿擅自下單,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,3707863874,Monstera ‘Karstenianum’ ‘Peru’ 秘魯龜背芋,5,6,2,40.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,3082522064,Philodendron melanochrysum 絨葉蔓綠絨,15,14,6,40.00%,1,0,1,1,6.67%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,7114476913,Aglaonema ‘Silver Rice’ 銀稻粗肋草,3,9,2,66.67%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,18400035764,Syngonium ‘Strawberry Ice’ 草莓冰合果芋,3,2,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,10523450753,Kaempferia sp.羽毛孔雀薑 🥔塊莖販售🥔,10,21,2,20.00%,0,0,1,1,10.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-15,12742363758,Syngonium ‘Three King’ ｜Syngonium ‘Magic Marble’  三王合果芋｜3吋小品,8,8,4,50.00%,0,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
