2023-05-16,頁面瀏覽數,頁面平均瀏覽次數,頁面平均停留時間,頁面跳出率,不重複訪客數,新訪客數,既有的訪客數,新的粉絲數
2023-05-16,"2,702",6.59,00:01:21,22.44%,410,213,197,7
