2023-05-17,總銷售額 (TWD),訂單總數,平均訂單金額,頁面瀏覽數,訪客數,付款轉換率,不成立的訂單,不成立訂單的銷售額,退貨/退款訂單,退貨/退款的銷售額,買家數,新買家數,舊買家數,潛在買家數,回購率
2023-05-17,"4,210",5,842.00,2186,415,1.20%,0,0,0,0,5.0,5.0,0.0,52.0,0.00%
