2023-05-15,頁面瀏覽數,頁面平均瀏覽次數,頁面平均停留時間,頁面跳出率,不重複訪客數,新訪客數,既有的訪客數,新的粉絲數
2023-05-15,"3,294",8.60,00:01:33,24.54%,383,185,198,12
