2023-05-17,商品ID,商品名稱,商品訪客數,商品頁瀏覽數,跳出商品的不重複訪客,商品頁的跳出率,搜尋點擊,商品按讚數,商品頁訪客數(加入購物車),加入購物車(件數),加入購物車轉換率,買家(全部訂單),數量(全部訂單),銷售額(全部訂單) (TWD),轉換率(全部訂單),買家(可出貨訂單),數量(可出貨訂單),銷售額(可出貨訂單) (TWD),轉換率(可出貨訂單),全部訂單到可出貨訂單的轉換率
2023-05-17,21512377618,Anthurium polyschistum 大麻葉花燭 | 3吋小品植物 | 觀葉植物,37,62,8,21.62%,5,0,1,1,2.70%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,5897785949,Philodendron “Golden Dragon” 金龍蔓綠絨,5,5,2,40.00%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23618168135,Cryptanthus 'Elaine' 艾萊恩絨葉小鳳梨,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,2363106796,Murdannia loriformis ‘Bright Star’ 閃耀之星水竹葉,4,3,3,75.00%,0,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,19830313166,Monstera standleyana ‘Variegated’  斑葉翼葉龜背芋,6,5,3,50.00%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,13942325580,Maranta Leuconeura var. kerchoveana ‘Variegata’ 斑葉豹紋竹芋 |熊貓竹芋,10,11,3,30.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,18907606871,Peperomia sandersii 大西瓜皮椒草,3,3,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,11736492342,Philodendron hederaceum 'Brasil' 斑葉心葉蔓綠絨,0,0,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,11637706210,Hoya wayetii variegated 斑葉狹葉毬蘭,3,5,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23634703321,新品種竹芋 Stromanthe ‘Magic Star’ 魔星竹芋,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,3933164797,Solanum uleanum 厄瓜多茄🍆 | 3吋小品,5,25,0,0.00%,0,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,18088623783,仙氣滿分 小型的日本玉簪 Hosta ‘Silver Streak’,13,15,3,23.08%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,7297785483,Syngonium podophyllum ‘Albo-Variegatum’白斑合果芋｜3吋小品,6,5,3,50.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,11481164410,紅玉椒草 Peperomia rugosa,3,2,2,66.67%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,13597456497,白斑姑婆芋 斑葉姑婆芋,11,18,2,18.18%,2,0,3,2,27.27%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,18422640251,Pink splash kate****私人訂購請勿擅自下單,3,2,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,11704573111,Musa acuminata ‘Sumatrana’ 蘇門答臘血斑香蕉,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,12293324592,【植物+燈泡限時優惠】N10° Aditya 全光譜20WLED植物燈泡(白色),5,4,2,40.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,18057161140,Anthurium magnificum x crystallinum 華麗X水晶花燭,10,14,1,10.00%,2,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,13598257845,Peperomia 'Napoli Nights' 拿坡里之夜椒草,3,4,2,66.67%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,19007347558,Philodendron sodiroi 說的容易蔓綠絨,6,7,2,33.33%,0,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,19543206079,Sansevieria cylindrica var. patula ‘Boncel’ 佛手虎尾蘭(裸根出貨),6,7,2,33.33%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,20112370953,Goeppertia 'Misto' 歐蕾竹芋,5,9,2,40.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,18478821898,Talinum paniculatum albo 白斑土人蔘 ｜3吋小品｜ 耐熱好栽培👌  可同時觀葉觀花觀果,3,2,3,100.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,21274357078,Pretty嘉德麗雅蘭  雙色起司的配色🧀️ | 不一定有花,8,19,2,25.00%,1,0,1,1,12.50%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,18657144232,Syngonium auritum 兔耳合果芋,3,3,2,66.67%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,12742363758,Syngonium ‘Three King’ ｜Syngonium ‘Magic Marble’  三王合果芋｜3吋小品,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,22367305870,Kaempferia sp.熊貓孔雀薑,10,13,2,20.00%,3,0,1,1,10.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,16868680554,Philodendron brandtianum 白蘭地蔓綠絨,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,9666948418,Syngonuim erythrophyllum ‘Red Arrow’ 黑合果芋,8,10,2,25.00%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,19149546922,美麗竹芋*2 do302***** 私人訂購請勿擅自下單,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23342258357,觀花賞葉的好選擇😉 斑葉日本白芨Bletilla striata,16,22,2,12.50%,0,0,3,2,18.75%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,2241080024,Geogenanthus undatus 銀波草,1,1,1,100.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,8183548070,Selenicereus chrysocardium 大鯊魚劍 蕨葉仙人掌| 懸垂植物 | 垂掛植物 | 多肉植物,14,14,8,57.14%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,14986266372,Cornukaempferia aurantiflora 黃金孔雀薑 🥔塊莖販售🥔,8,9,1,12.50%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,8583554276,Philodendron pedatum 龍爪蔓綠絨,13,15,5,38.46%,3,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,18400035764,Syngonium ‘Strawberry Ice’ 草莓冰合果芋,3,2,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,19673701714,椒草sp. 對比強 圓潤 園藝性狀一流的椒草,5,9,1,20.00%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,18012375910,Syngonium 'Batik'蠟染合果芋,1,3,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,12419529766,Philodendron 'Burle Marx' variegated 斑葉獨角獸蔓綠絨,9,15,1,11.11%,1,2,1,1,11.11%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,3797757216,Elatostema sp 樓梯草,3,2,2,66.67%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,17575413715,Epipremnum 'Marble Queen'大理石皇后黃金葛 雪花黃金葛 大理石黃金葛,12,24,2,16.67%,1,0,1,1,8.33%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,19671427083,Dracaena fragrans 'Albo-marginata' 白斑香龍血樹,11,12,5,45.45%,3,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,21578792942,Goeppertia warscewiczii 「天鵝絨竹芋」｜升級版的 斑馬竹芋 觸摸系植人必收,7,9,1,14.29%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,5555483766,Goeppertia louisae ‘Fusion White’ 油畫竹芋,46,88,9,19.57%,8,1,7,6,15.22%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,3082522064,Philodendron melanochrysum 絨葉蔓綠絨,10,10,4,40.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,2662936444,Cordyline terminalis 'Miss Andrea'/‘Chocolate Queen’巧克力皇后朱蕉,9,20,2,22.22%,1,0,3,3,33.33%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,15731201509,斑葉鈕扣藤 繽紛的小巧植物,3,2,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23841606552,Syngonium rayii 絲絨合果芋 🍃葉子摸起來很細緻😛 生態缸植物,9,13,2,22.22%,1,0,1,1,11.11%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,16367369546,Syngonium 'Pink Spot' 粉點合果芋,7,9,1,14.29%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,21957143211,Anthurium magnificum 華麗花燭實生苗,3,2,2,66.67%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,8283576234,Spathiphyllum ‘City of Angels’ 斑葉白鶴芋,15,18,7,46.67%,3,1,1,1,6.67%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,16724989780,Philodendron grazielae圓扇蔓綠絨 (愛心葉蔓綠絨),6,16,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23025423554,Peperomia ‘Schumi Red’舒馬克紅椒草,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,21223578157,斑葉麒麟花Euphorbia milii 'Fireworks'｜裸根寄出,1,1,1,100.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,22606810933,御所車虎耳草 斑葉虎耳草,4,8,1,25.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,20631073686,虎紋小鳳梨/絨葉小鳳梨 Cryptanthus zonatus,8,24,0,0.00%,2,0,3,2,37.50%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,17860891293,三角白雲（原種）Philodendron mamei,3,4,2,66.67%,0,0,1,1,33.33%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,15431216165,斑葉車前草，黃金色的烏龜食草,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,21631067624,白泉黃金葛 Epipremnum aureum 'Manjula' | 懸垂植物 | 垂掛植物 | 窗邊植物,16,23,4,25.00%,2,0,1,1,6.25%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,20407428140,Philodendron 'Pink Princess'粉紅公主蔓綠絨,1,2,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,12584663733,「春季限定」孔雀薑全餐 🥔塊莖販售🥔,3,5,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,6196550099,Kaempferia elegans 'Shazam' 華麗孔雀薑 🥔塊莖販售🥔,20,40,5,25.00%,4,0,1,1,5.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,19213099914,鑽石火鶴/稜邊花燭 Anthurium x ferrierense ‘Crisped’,11,13,3,27.27%,3,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,21361509655,黃金火之戒 巨大植株,5,4,1,20.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,16972056278,Philodendron mayoi,11,15,1,9.09%,0,1,1,1,9.09%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,15584237358,Philodendron 69686 69686蔓綠絨,4,5,1,25.00%,0,0,1,1,25.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23434684713,Anthurium ‘Dorayaki’ 丸葉/銅鑼燒花燭｜私人訂購  請先聊聊,7,10,0,0.00%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,9783536483,Costus malortieanus 絨葉閉鞘薑 | 耐陰植物,7,9,2,28.57%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23042253514,新款豹紋竹芋 你的新選🥸🥸🥸  Maranta cristata 雞冠豹紋竹芋,6,10,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,19961520035,花葉蔓綠絨 Philodendron verrucosum｜可能有葉傷，可先聊聊看植株｜3吋盆,6,7,1,16.67%,0,0,1,1,16.67%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,3081261667,Philodendron erubescens ‘Painted Lady’ 灑金蔓綠絨,6,6,3,50.00%,2,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,16372008686,Syngonium 'Godzilla' 哥吉拉合果芋｜3吋小品,3,2,2,66.67%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,22167753440,苦苣苔 觀花賞葉 Primulina liujiangensis柳江報春苣苔,5,9,1,20.00%,0,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,11085775521,金璽美鐵芋 新的一年讓你發發發888,19,23,3,15.79%,4,3,1,1,5.26%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23501892354,Syngonium ‘Pink Salmon‘ 血斑合果芋,1,2,0,0.00%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,22367751167,可愛的小巧植物 精緻的花紋 Primulina averyi 織錦報春苣苔,13,12,3,23.08%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23734695329,令人驚豔的懸垂植物 Gynura aurantiaca紫鵝絨,9,17,1,11.11%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,12314547293,Ficus deltoidea 小判菩提 | 金背榕 | 3吋小品,3,3,2,66.67%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,9766965220,Dieffenbachia seguine ‘Aurora’ 極光黛粉葉,3,2,2,66.67%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23039673230,Hoya heuschkeliana variegata 斑葉燒賣毬蘭 小巧的懸垂植物 兩盆一組,5,4,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,8683555725,Maranta arundinacea ‘Variegated’斑葉葛鬱金 斑葉竹芋 🥔塊莖販售🥔,13,17,5,38.46%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,13934023423,Silver Band豹紋竹芋,13,27,2,15.38%,0,0,1,1,7.69%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,2712141898,Scindapsus pictus 大星點藤,1,2,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,7114476913,Aglaonema ‘Silver Rice’ 銀稻粗肋草,4,4,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,6950298539,Selaginella picta 黑頂卷柏 🌞植物怕熱怕曬🌞請先了解種植環境是否合適⚠⚠⚠,27,45,14,51.85%,3,0,1,1,3.70%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,18663550424,金山金剛長生蘭 矮種斑葉白石斛,1,1,1,100.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,19643198442,Goudaea 'Smudge Pattern' 鶯歌鳳梨,0,0,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23907869819,🌑🌑🌑黑巧克力椒草🌑🌑🌚,13,23,2,15.38%,3,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,10018229803,Goeppertia kegeljanii 馬賽克竹芋,8,9,2,25.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,3707863874,Monstera ‘Karstenianum’ ‘Peru’ 秘魯龜背芋,5,5,1,20.00%,2,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,5208933110,Aspidistra yingjiangensis ‘Singapore Sling’ 新加坡司令蜘蛛抱蛋,4,3,3,75.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,21323582487,Anthurium vittariifolium飄帶火鶴,28,39,8,28.57%,3,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,12436467670,粗肋草sp.  Aglaonema sp.,6,8,2,33.33%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,22539664582,普洛實生苗🍈 不輸給西瓜普洛的對比表現普洛,9,13,0,0.00%,2,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,22034664139,耐低光的酒紅色室內植物 美葉火筒樹Leea guineensis 'Burgundy',1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,2712387471,Aglaonema ‘Peacock’ 孔雀粗肋草,1,1,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,2483123102,Caladium praetermissum 迷彩芋  2盆150,7,8,0,0.00%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,7106503977,Peperomia prostrata ‘String of Turtles’海龜串椒草,13,12,6,46.15%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,14794844469,Philodendron ‘Florida Beauty'斑葉龍爪蔓綠絨,4,5,1,25.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,15180852411,Syngonium ‘Aurea Yellow Variegata’黃斑合果芋,3,2,2,66.67%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,3330639284,鳳眉竹芋 好種的入門款,0,0,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,22615214347,Hemigraphis ‘Dragon's Tongue’ 龍舌頭半插花,4,3,1,25.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,18226018895,質感園藝單品-仿皮革換盆墊-植墊/換盆墊/換土墊 /植物墊/防水墊/綠植墊,8,12,4,50.00%,1,0,1,1,12.50%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,17783611777,Sansevieria Masoniana Variegata 寶扇錦虎尾蘭(裸根出貨) | 耐陰植物 | 辦公室植物,29,57,4,13.79%,4,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,17568677980,Monstera adansonii ‘Swiss Cheese Vine’ 瑞士起司窗孔龜背芋｜3吋小品,7,7,3,42.86%,1,1,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,19761512908,月光綠鬼虎尾蘭 (裸根寄出) 斑色優選植株😌,21,32,8,38.10%,3,0,1,1,4.76%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,10523450753,Kaempferia sp.羽毛孔雀薑 🥔塊莖販售🥔,9,16,1,11.11%,2,0,1,1,11.11%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23941316264,黃斑白斑合果芋組合 特價450元（原價550元）,1,1,1,100.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,23926053505,Metapetrocosmea eberhardtii 苦苣苔紫邊流鼻涕,4,3,1,25.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,18730320146,Philodendron mamei 珍稀原種白雲蔓綠絨,5,4,2,40.00%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,16381255175,皺葉冷水花 Pilea mollis,5,6,1,20.00%,0,0,1,1,20.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,3609080659,Goeppertia ‘Peacock’ 綠玫瑰竹芋,0,0,0,0.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,8075730071,Anthurium clarinervium 明脈火鶴/圓葉花燭/明脈花燭(葉片微損傷，下單前可以私訊看植株),8,11,4,50.00%,2,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,20570727286,Anthurium clavigerum 雪花火鶴❄️❄️❄️,3,5,2,66.67%,0,0,1,1,33.33%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,2772455951,Siderasis fuscata 絨氈草,1,9,0,0.00%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,18907400650,Tetrastigma umbellatum 台灣崖爬藤,14,21,1,7.14%,0,1,1,1,7.14%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,19353732699,Spathiphyllum ‘Domino’ 達美樂白鶴芋,1,2,1,100.00%,0,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
2023-05-17,10151586595,Philodendron camposportoanum 兔耳蔓綠絨【現切】8支組,7,11,0,0.00%,1,0,0,0,0.00%,0,0,0,0.00%,0,0,0,0.00%,0.00%
