2023-05-17,頁面瀏覽數,頁面平均瀏覽次數,頁面平均停留時間,頁面跳出率,不重複訪客數,新訪客數,既有的訪客數,新的粉絲數
2023-05-17,"2,186",5.27,00:01:22,22.89%,415,201,214,12
