feature,importance
product_page_views,0.4817434203287618
step_times,0.08401146187753543
product_page_bounce_rate,0.12949064934846027
unique_visitors,0.050022111907950736
new_visitors,0.1070022822577804
return_visitors,0.04465720835058105
new_fans,0.03859264569154779
search_clicks,0.025053502338458197
product_likes,0.03942671789892435
