feature,importance
product_page_views,0.47655397189705784
step_times,0.0859316221022061
product_page_bounce_rate,0.12933375773256625
unique_visitors,0.0535255561604938
new_visitors,0.09596065610318479
return_visitors,0.054388687078616216
new_fans,0.04016706856818106
search_clicks,0.025441446845337386
product_likes,0.0386972335123566
