date,shop_name,daily_sales
2023-04-01,宅栽工作室,2848.0
2023-04-02,宅栽工作室,9520.0
2023-04-03,宅栽工作室,5000.0
2023-04-04,宅栽工作室,12383.0
2023-04-05,宅栽工作室,14074.0
2023-04-06,宅栽工作室,7118.0
2023-04-07,宅栽工作室,7593.0
2023-04-08,宅栽工作室,13468.0
2023-04-09,宅栽工作室,6034.0
2023-04-10,宅栽工作室,9331.0
2023-04-11,宅栽工作室,4177.0
2023-04-12,宅栽工作室,8820.0
2023-04-13,宅栽工作室,10340.0
2023-04-14,宅栽工作室,9171.0
2023-04-15,宅栽工作室,8777.0
2023-04-16,宅栽工作室,5740.0
2023-04-17,宅栽工作室,2155.0
2023-04-18,宅栽工作室,25324.0
2023-04-19,宅栽工作室,8796.0
2023-04-20,宅栽工作室,5941.0
2023-04-21,宅栽工作室,9310.0
2023-04-22,宅栽工作室,3831.0
2023-04-23,宅栽工作室,5710.0
2023-04-24,宅栽工作室,5880.0
2023-04-25,宅栽工作室,17548.0
2023-04-26,宅栽工作室,28633.0
2023-04-27,宅栽工作室,5467.0
2023-04-28,宅栽工作室,11048.0
2023-04-29,宅栽工作室,12304.0
2023-04-30,宅栽工作室,7014.0
2023-05-01,宅栽工作室,8164.0
2023-05-02,宅栽工作室,6870.0
2023-05-03,宅栽工作室,8626.0
2023-05-04,宅栽工作室,5730.0
2023-05-05,宅栽工作室,17534.0
2023-05-06,宅栽工作室,6763.0
2023-05-07,宅栽工作室,11850.0
2023-05-08,宅栽工作室,8660.0
2023-05-09,宅栽工作室,7290.0
2023-05-10,宅栽工作室,5506.0
2023-05-11,宅栽工作室,6000.0
2023-05-12,宅栽工作室,250.0
2023-05-13,宅栽工作室,6560.0
2023-05-14,宅栽工作室,6605.0
2023-05-15,宅栽工作室,4969.0
2023-05-16,宅栽工作室,3070.0
2023-05-17,宅栽工作室,4210.0
