feature,importance
product_page_views,0.10777224549322294
step_times,0.06886292436937771
product_page_bounce_rate,0.14568320659741707
unique_visitors,0.06797909269542787
new_visitors,0.14482777036638209
return_visitors,0.43803576620798795
new_fans,0.011226379426319315
search_clicks,0.009557844522043618
product_likes,0.0060547703218213535
