feature,importance
product_page_views,0.10977449423444942
step_times,0.0672983844059167
product_page_bounce_rate,0.14894772480716764
unique_visitors,0.06808023715511284
new_visitors,0.13994068879868096
return_visitors,0.43386977404135346
new_fans,0.013176237349180083
search_clicks,0.010772541736229742
product_likes,0.00813991747190905
