feature,importance
product_page_views,0.481162532510106
step_times,0.084491653178097
product_page_bounce_rate,0.13521947156043398
unique_visitors,0.049577173387292374
new_visitors,0.10871270383037886
return_visitors,0.03971505381992493
new_fans,0.03261012812923762
search_clicks,0.030035335038348338
product_likes,0.03847594854618084
