date_time,product_page_views,step_times,product_page_bounce_rate,unique_visitors,new_visitors,return_visitors,new_fans,search_clicks,product_likes,sale_products,total_sales
2022-09-08,3496,106,0.2025,400,184,216,7,0.0,34.0,27.0,15591.0
2022-09-10,4035,74,0.2227,723,472,251,21,0.0,37.0,17.0,6340.0
2022-09-11,3386,81,0.2092,564,327,237,21,0.0,48.0,40.0,14211.0
2022-09-12,2947,86,0.251,490,255,235,9,0.0,27.0,38.0,13308.0
2022-09-13,3559,84,0.2316,531,273,258,12,0.0,40.0,30.0,8662.0
2022-09-15,2885,85,0.2258,465,229,236,4,0.0,36.0,44.0,17340.0
2022-09-16,2903,95,0.2385,436,224,212,11,0.0,44.0,39.0,18031.0
2022-09-17,3061,87,0.2176,455,246,209,12,0.0,28.0,20.0,5858.0
2022-09-19,3382,92,0.2082,466,240,226,20,0.0,35.0,22.0,9131.0
2022-09-20,3025,85,0.2164,476,271,205,16,0.0,44.0,19.0,7829.0
2022-09-22,2526,77,0.2489,466,271,195,7,0.0,11.0,16.0,6168.0
2022-09-23,2562,84,0.2132,441,232,209,15,0.0,27.0,18.0,5596.0
2022-09-24,3038,88,0.1852,459,240,219,11,0.0,24.0,21.0,7092.0
2022-09-25,3727,88,0.2341,598,338,260,18,0.0,29.0,29.0,9624.0
2022-09-26,3030,82,0.237,481,268,213,12,0.0,21.0,52.0,25100.0
2022-09-27,3336,80,0.1816,534,302,232,14,0.0,34.0,24.0,8797.0
2022-09-29,2531,90,0.208,375,198,177,6,0.0,15.0,34.0,13109.0
2022-09-30,2135,101,0.2721,294,160,134,3,0.0,41.0,40.0,13938.0
2022-10-01,2335,110,0.1812,309,93,216,15,0.0,30.0,30.0,10925.0
2022-10-02,2435,103,0.2083,336,127,209,8,0.0,22.0,10.0,3749.0
2022-10-03,2017,92,0.2083,312,114,198,8,0.0,10.0,27.0,10200.0
2022-10-04,2194,100,0.2336,304,101,203,4,0.0,25.0,31.0,10338.0
2022-10-06,1588,78,0.2705,281,105,176,2,0.0,10.0,23.0,11290.0
2022-10-07,2072,96,0.226,292,108,184,2,0.0,9.0,13.0,4578.0
2022-10-08,1795,85,0.276,308,113,195,7,0.0,17.0,5.0,1240.0
2022-10-09,2069,98,0.2128,343,140,203,11,0.0,13.0,20.0,5920.0
2022-10-11,2626,78,0.3037,484,268,216,9,0.0,15.0,13.0,4628.0
2022-10-13,1989,88,0.2523,325,143,182,5,0.0,11.0,15.0,7320.0
2022-10-14,2464,99,0.2458,358,150,208,9,0.0,22.0,13.0,3958.0
2022-10-15,2482,90,0.2316,393,188,205,5,0.0,33.0,5.0,2318.0
2022-10-16,2690,88,0.2297,418,198,220,14,0.0,12.0,29.0,9958.0
2022-10-17,2503,91,0.2448,339,153,186,13,0.0,21.0,20.0,9542.0
2022-10-20,2661,83,0.2638,489,271,218,7,0.0,29.0,23.0,9041.0
2022-10-21,1946,93,0.2755,323,169,154,2,0.0,11.0,25.0,13519.0
2022-10-22,2199,114,0.2191,283,137,146,9,0.0,18.0,9.0,3277.0
2022-10-23,2185,101,0.2727,297,136,161,4,0.0,20.0,15.0,4948.0
2022-10-24,2181,94,0.2742,310,153,157,6,0.0,8.0,11.0,4260.0
2022-10-25,2388,104,0.2403,308,148,160,6,0.0,13.0,13.0,4987.0
2022-10-27,2502,119,0.2074,270,142,128,6,0.0,16.0,19.0,6913.0
2022-10-28,2095,93,0.2442,303,169,134,8,0.0,24.0,17.0,8001.0
2022-10-29,2231,85,0.265,366,200,166,9,0.0,26.0,8.0,2340.0
2022-10-30,2700,84,0.263,460,249,211,10,0.0,21.0,15.0,4872.0
2022-10-31,2745,76,0.237,443,232,211,2,0.0,24.0,17.0,6079.0
2022-11-01,2572,90,0.2456,395,135,260,7,0.0,24.0,28.0,8367.0
2022-11-03,2388,79,0.2393,422,158,264,5,0.0,13.0,26.0,9607.0
2022-11-04,2475,78,0.2658,380,147,233,11,0.0,23.0,19.0,8717.0
2022-11-05,2303,93,0.2219,320,124,196,8,0.0,28.0,20.0,6720.0
2022-11-06,3795,88,0.2624,606,326,280,13,0.0,22.0,21.0,8679.0
2022-11-07,2681,81,0.3138,478,233,245,9,0.0,10.0,22.0,7499.0
2022-11-08,1939,84,0.2478,347,153,194,4,0.0,17.0,4.0,1750.0
2022-11-10,4414,100,0.2153,692,333,359,14,0.0,30.0,13.0,6290.0
2022-11-12,2918,98,0.1737,403,171,232,-1,114.0,27.0,27.0,17160.0
2022-11-13,3419,111,0.2101,338,145,193,2,155.0,19.0,26.0,17244.0
2022-11-14,1743,89,0.2364,330,155,175,7,85.0,7.0,7.0,3820.0
2022-11-15,2659,100,0.2061,359,156,203,13,93.0,14.0,30.0,14996.0
2022-11-17,2342,87,0.2387,331,138,193,11,72.0,14.0,25.0,10458.0
2022-11-19,2308,95,0.2965,344,139,205,18,87.0,16.0,10.0,3700.0
2022-11-20,2554,98,0.257,393,201,192,23,75.0,25.0,21.0,11066.0
2022-11-21,1677,88,0.2677,269,120,149,11,73.0,14.0,22.0,6710.0
2022-11-22,1526,75,0.2545,279,143,136,15,83.0,17.0,4.0,1239.0
2022-11-24,2349,115,0.25,300,143,157,3,99.0,20.0,16.0,5849.0
2022-11-25,2283,107,0.2359,301,124,177,2,89.0,23.0,36.0,14121.0
2022-11-26,3089,97,0.1902,368,158,210,6,175.0,26.0,15.0,4264.0
2022-11-27,3506,91,0.2342,491,248,243,10,194.0,37.0,20.0,7740.0
2022-11-28,3486,95,0.2483,431,241,190,9,118.0,51.0,31.0,13550.0
2022-11-29,2961,96,0.1897,369,180,189,6,134.0,33.0,26.0,9838.0
2022-12-01,2499,105,0.2638,326,107,219,9,86.0,26.0,47.0,15480.0
2022-12-02,1631,88,0.2832,286,93,193,4,88.0,20.0,2.0,553.0
2022-12-03,2455,86,0.2308,377,166,211,9,115.0,24.0,8.0,2100.0
2022-12-04,2677,90,0.223,408,170,238,10,138.0,23.0,32.0,10842.0
2022-12-05,2786,97,0.2937,395,176,219,10,107.0,18.0,23.0,9533.0
2022-12-06,2714,102,0.2359,390,211,179,17,102.0,17.0,34.0,11239.0
2022-12-08,2974,94,0.2326,430,206,224,11,109.0,58.0,14.0,5616.0
2022-12-09,2296,77,0.2906,382,169,213,7,139.0,21.0,9.0,2687.0
2022-12-10,2319,75,0.2531,403,175,228,5,128.0,21.0,8.0,2580.0
2022-12-11,2868,85,0.2005,419,210,209,9,119.0,36.0,3.0,1270.0
2022-12-13,2137,83,0.2314,363,173,190,4,114.0,22.0,16.0,4000.0
2022-12-15,2665,81,0.2979,423,229,194,13,85.0,14.0,5.0,1750.0
2022-12-16,2998,101,0.25,408,206,202,10,105.0,28.0,24.0,8017.0
2022-12-17,2958,102,0.2234,394,205,189,16,127.0,38.0,11.0,3870.0
2022-12-19,1562,75,0.2552,286,148,138,4,80.0,18.0,19.0,9623.0
2022-12-20,1902,85,0.2271,317,152,165,5,105.0,20.0,27.0,10570.0
2022-12-22,2819,66,0.3971,700,443,257,12,80.0,27.0,11.0,3715.0
2022-12-23,1785,69,0.3233,365,193,172,3,67.0,16.0,8.0,3860.0
2022-12-24,1834,82,0.2587,317,152,165,3,81.0,7.0,15.0,5786.0
2022-12-25,1458,84,0.2937,269,147,122,2,72.0,14.0,15.0,4281.0
2022-12-26,1602,92,0.2877,292,154,138,4,91.0,4.0,19.0,7316.0
2022-12-27,1305,77,0.284,243,125,118,4,48.0,7.0,11.0,5094.0
2022-12-29,1934,93,0.2754,276,151,125,6,86.0,11.0,6.0,3140.0
2022-12-30,1796,84,0.2029,276,139,137,8,91.0,13.0,10.0,3229.0
2022-12-31,1555,76,0.2682,261,122,139,2,105.0,14.0,4.0,2036.0
2023-01-02,1995,95,0.241,307,133,174,5,104.0,27.0,9.0,4010.0
2023-01-03,2267,87,0.2672,378,197,181,10,94.0,14.0,16.0,5728.0
2023-01-05,2059,89,0.2759,290,123,167,8,80.0,24.0,18.0,5949.0
2023-01-06,1710,83,0.2532,308,127,181,3,91.0,9.0,20.0,7450.0
2023-01-07,2277,81,0.2314,350,139,211,5,75.0,27.0,14.0,5197.0
2023-01-08,2186,83,0.2113,355,168,187,9,94.0,30.0,13.0,4943.0
2023-01-09,1623,85,0.215,307,146,161,11,81.0,26.0,17.0,6336.0
2023-01-10,1717,70,0.2386,306,140,166,3,92.0,20.0,9.0,2863.0
2023-01-12,1725,72,0.2247,316,167,149,3,65.0,14.0,14.0,4358.0
2023-01-13,1396,78,0.2786,262,101,161,3,65.0,16.0,13.0,4683.0
2023-01-14,1500,67,0.2286,280,129,151,2,73.0,12.0,8.0,2797.0
2023-01-15,1636,81,0.2675,329,167,162,6,98.0,6.0,15.0,5896.0
2023-01-16,1677,85,0.2872,289,139,150,4,84.0,21.0,20.0,8126.0
2023-01-17,1366,74,0.2583,240,111,129,0,60.0,16.0,3.0,1200.0
2023-01-19,1443,75,0.2697,241,111,130,3,99.0,20.0,5.0,2100.0
2023-01-20,1235,79,0.2622,225,119,106,2,85.0,19.0,3.0,1286.0
2023-01-21,1392,87,0.2669,251,120,131,7,85.0,19.0,26.0,10290.0
2023-01-22,1403,72,0.2544,283,124,159,3,77.0,18.0,5.0,1510.0
2023-01-23,1782,84,0.2585,294,141,153,6,85.0,23.0,11.0,4961.0
2023-01-24,1379,70,0.2436,275,148,127,2,104.0,13.0,7.0,2719.0
2023-01-26,1638,74,0.2963,270,138,132,3,77.0,30.0,9.0,3120.0
2023-01-27,1693,77,0.2362,309,161,148,1,80.0,17.0,5.0,2468.0
2023-01-28,1649,80,0.2321,280,157,123,7,85.0,17.0,8.0,5298.0
2023-01-29,1786,87,0.227,304,169,135,5,101.0,20.0,13.0,5309.0
2023-01-30,1577,75,0.2458,297,173,124,4,84.0,13.0,8.0,3410.0
2023-01-31,1609,73,0.2572,311,163,148,2,73.0,18.0,3.0,1570.0
2023-02-03,2360,88,0.2432,370,143,227,2,93.0,11.0,26.0,9278.0
2023-02-04,1755,75,0.2456,342,155,187,5,104.0,8.0,11.0,5623.0
2023-02-05,2373,75,0.2538,390,193,197,1,137.0,22.0,13.0,4828.0
2023-02-06,2056,69,0.2932,382,188,194,7,106.0,14.0,12.0,4117.0
2023-02-07,2406,84,0.2555,411,206,205,4,132.0,22.0,13.0,4255.0
2023-02-09,1828,80,0.2886,343,168,175,5,84.0,7.0,19.0,6574.0
2023-02-10,2533,85,0.2906,382,196,186,6,112.0,20.0,17.0,6978.0
2023-02-11,3013,83,0.2034,472,237,235,12,165.0,29.0,26.0,7328.0
2023-02-12,2862,82,0.2112,483,223,260,8,153.0,24.0,19.0,7011.0
2023-02-13,2288,86,0.2388,423,197,226,6,138.0,10.0,42.0,13417.0
2023-02-14,2082,71,0.2443,397,199,198,5,116.0,37.0,26.0,9739.0
2023-02-16,2221,91,0.2344,320,161,159,4,96.0,15.0,29.0,10907.0
2023-02-17,1956,83,0.2688,346,180,166,3,111.0,11.0,12.0,5386.0
2023-02-19,2420,85,0.2345,388,203,185,8,102.0,22.0,24.0,7836.0
2023-02-20,2061,82,0.2124,372,204,168,6,104.0,7.0,23.0,7487.0
2023-02-21,1932,82,0.2541,366,201,165,5,115.0,16.0,18.0,7367.0
2023-02-23,1820,72,0.2857,392,264,128,6,77.0,8.0,11.0,3670.0
2023-02-24,2630,76,0.2296,527,244,283,9,109.0,16.0,21.0,11430.0
2023-02-25,1996,82,0.2401,379,192,187,2,128.0,12.0,13.0,6925.0
2023-02-26,2499,88,0.232,388,217,171,9,141.0,27.0,19.0,6360.0
2023-02-27,1969,83,0.2459,366,194,172,9,129.0,15.0,17.0,5227.0
2023-02-28,2575,79,0.2192,406,221,185,9,143.0,23.0,21.0,6560.0
2023-03-02,2383,83,0.2785,438,197,241,7,104.0,17.0,33.0,18345.0
2023-03-04,2588,93,0.1903,373,164,209,8,131.0,17.0,11.0,5430.0
2023-03-05,2645,90,0.2158,431,202,229,9,148.0,32.0,15.0,4412.0
2023-03-06,1894,88,0.2699,352,164,188,3,94.0,18.0,16.0,6828.0
2023-03-07,2186,84,0.2682,358,178,180,6,98.0,14.0,16.0,7310.0
2023-03-09,1810,74,0.2727,341,175,166,3,115.0,11.0,5.0,1551.0
2023-03-10,2010,80,0.2554,325,136,189,10,113.0,23.0,5.0,2900.0
2023-03-11,2705,82,0.2359,390,168,222,2,126.0,36.0,15.0,6159.0
2023-03-12,2423,86,0.24,400,193,207,5,136.0,19.0,18.0,6276.0
2023-03-13,2179,85,0.265,366,178,188,7,126.0,13.0,16.0,4910.0
2023-03-14,1900,75,0.2776,335,173,162,7,96.0,19.0,11.0,3740.0
2023-03-16,1893,78,0.2123,358,181,177,3,109.0,19.0,18.0,6017.0
2023-03-17,2080,68,0.2524,416,181,235,10,122.0,10.0,3.0,870.0
2023-03-19,2366,80,0.185,427,238,189,10,135.0,25.0,17.0,6099.0
2023-03-20,2307,81,0.2183,371,211,160,7,106.0,14.0,11.0,3470.0
2023-03-21,2387,78,0.2296,392,212,180,9,137.0,18.0,15.0,5570.0
2023-03-23,2268,78,0.2538,390,224,166,9,144.0,21.0,13.0,4470.0
2023-03-24,2301,79,0.2705,366,203,163,11,113.0,10.0,25.0,8998.0
2023-03-25,4145,94,0.2194,620,305,315,18,186.0,58.0,35.0,19822.0
2023-03-26,3599,93,0.2078,486,263,223,11,149.0,38.0,34.0,11264.0
2023-03-27,3090,92,0.2517,429,220,209,6,139.0,22.0,34.0,25196.0
2023-03-28,2924,82,0.2651,464,259,205,14,132.0,47.0,15.0,5780.0
2023-03-30,2403,81,0.2645,397,228,169,4,128.0,37.0,9.0,3090.0
2023-03-31,2108,75,0.2646,393,226,167,5,120.0,13.0,11.0,4977.0
2023-04-01,2736,83,0.2579,411,170,241,10,120.0,28.0,10.0,2848.0
2023-04-02,2638,73,0.2379,454,205,249,6,152.0,23.0,30.0,9520.0
2023-04-03,2213,84,0.237,443,235,208,13,135.0,21.0,13.0,5000.0
2023-04-06,1917,75,0.2987,375,195,180,5,120.0,30.0,24.0,7118.0
2023-04-07,3086,92,0.2304,473,206,267,5,145.0,24.0,18.0,7593.0
2023-04-08,4520,103,0.2315,553,273,280,13,157.0,37.0,36.0,13468.0
2023-04-09,3324,91,0.2397,484,259,225,7,175.0,16.0,19.0,6034.0
2023-05-15,3294,93,0.2454,383,185,198,12,137.0,29.0,11.0,4969.0
2023-05-16,2702,81,0.2244,410,213,197,7,152.0,23.0,7.0,3070.0
