SUM(total_sales)
908.0
1060.0
5440.0
4765.0
860.0
0.0
4780.0
0.0
1660.0
4150.0
0.0
0.0
0.0
460.0
0.0
2620.0
1260.0
0.0
0.0
460.0
0.0
0.0
2900.0
0.0
0.0
0.0
6040.0
3180.0
2580.0
3319.0
0.0
1060.0
0.0
2720.0
1660.0
2061.0
2720.0
960.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
5050.0
5040.0
3180.0
2010.0
0.0
0.0
0.0
410.0
5171.0
6860.0
1820.0
3580.0
3180.0
6140.0
0.0
976.0
0.0
1610.0
0.0
2980.0
0.0
1120.0
1100.0
9092.0
2380.0
2920.0
0.0
1120.0
0.0
660.0
720.0
2430.0
1604.0
3200.0
6082.0
2880.0
20095.0
8435.0
1160.0
1095.0
8910.0
3940.0
3700.0
5670.0
10436.0
2771.0
4897.0
1860.0
2540.0
6920.0
2019.0
5470.0
2520.0
3340.0
13601.0
2750.0
2900.0
0.0
5270.0
4200.0
360.0
660.0
2180.0
5840.0
1035.0
2320.0
0.0
920.0
460.0
760.0
4690.0
5170.0
1410.0
10641.0
7315.0
3890.0
6320.0
1380.0
7340.0
4310.0
6450.0
2290.0
2430.0
6915.0
1370.0
1690.0
1650.0
1118.0
0.0
560.0
6510.0
3750.0
2430.0
460.0
770.0
5828.0
2698.0
2980.0
2120.0
4091.0
4800.0
4780.0
3447.0
1370.0
1260.0
6189.0
6038.0
920.0
3978.0
4895.0
760.0
12656.0
7370.0
5150.0
2053.0
10421.0
17437.0
310.0
460.0
13419.0
2509.0
5800.0
1712.0
510.0
2082.0
3230.0
12742.0
3240.0
4430.0
2806.0
2360.0
9107.0
12871.0
4363.0
3640.0
7300.0
13410.0
5120.0
4150.0
4540.0
7579.0
9220.0
3140.0
2520.0
1420.0
26452.0
5841.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
0.0
10798.0
2120.0
2339.0
6298.0
0.0
1320.0
2205.0
0.0
3720.0
7429.0
256.0
9446.0
8690.0
1080.0
360.0
5720.0
2560.0
0.0
760.0
460.0
0.0
1200.0
0.0
3171.0
200.0
610.0
10759.0
10863.0
5050.0
2960.0
3900.0
1020.0
870.0
60.0
1120.0
5145.0
360.0
0.0
0.0
11880.0
3160.0
12234.0
4326.0
7300.0
2690.0
10627.0
844.0
6130.0
460.0
1060.0
21534.0
8921.0
5848.0
4630.0
6716.0
1370.0
2006.0
870.0
8382.0
9344.0
7533.0
3230.0
8446.0
0.0
310.0
0.0
0.0
0.0
0.0
6076.0
8198.0
8475.0
6580.0
12138.0
7318.0
1733.0
7192.0
6401.0
5988.0
4959.0
6056.0
8379.0
16698.0
18152.0
4740.0
1538.0
14968.0
7007.0
2527.0
18905.0
6854.0
3597.0
9691.0
4374.0
5866.0
9418.0
5594.0
4136.0
9607.0
14800.0
6745.0
