SUM(total_sales)
9730.0
60330.0
9979.0
35169.0
24532.0
12504.0
7501.0
8801.0
6752.0
9696.0
10528.0
8572.0
8915.0
6926.0
13896.0
5088.0
28156.0
6449.0
12098.0
6701.0
2180.0
3700.0
3949.0
5421.0
4558.0
5932.0
11201.0
14261.0
23173.0
16793.0
9092.0
10070.0
7438.0
35476.0
12306.0
12821.0
13900.0
6681.0
8734.0
8449.0
9155.0
9816.0
10764.0
8706.0
4666.0
10157.0
3830.0
39893.0
4528.0
10300.0
7762.0
5618.0
7512.0
19286.0
15351.0
10365.0
5590.0
21998.0
6980.0
8061.0
6756.0
13860.0
5171.0
37842.0
4738.0
13600.0
9977.0
6798.0
16448.0
21845.0
13895.0
10808.0
11459.0
6628.0
8748.0
13298.0
30939.0
8358.0
40164.0
9228.0
18799.0
33036.0
5990.0
14783.0
6789.0
6759.0
4660.0
8070.0
1320.0
10805.0
15577.0
23303.0
6360.0
11185.0
7725.0
34772.0
34947.0
13100.0
14064.0
20413.0
17684.0
14207.0
10227.0
24627.0
19587.0
7529.0
53584.0
14475.0
16927.0
15416.0
11687.0
10450.0
8240.0
11153.0
10138.0
14029.0
10970.0
14620.0
24637.0
6310.0
8391.0
9787.0
21350.0
13560.0
12050.0
48918.0
13410.0
7303.0
11326.0
3690.0
15536.0
11250.0
13100.0
18224.0
14509.0
5342.0
17843.0
18433.0
15679.0
21137.0
9587.0
6588.0
17018.0
11315.0
9879.0
14565.0
18257.0
5840.0
10660.0
13058.0
5320.0
4226.0
6697.0
18087.0
14685.0
19168.0
10574.0
40196.0
10400.0
9894.0
10279.0
12587.0
5640.0
11348.0
11770.0
12789.0
12365.0
23108.0
6260.0
3270.0
3151.0
6128.0
3540.0
1220.0
5851.0
4461.0
7220.0
1411.0
13404.0
5799.0
10040.0
12940.0
10538.0
2490.0
6170.0
13569.0
5068.0
7295.0
15591.0
41869.0
6340.0
14211.0
13308.0
8662.0
10847.0
17340.0
18031.0
5858.0
24602.0
9131.0
7829.0
18063.0
6168.0
5596.0
7092.0
9624.0
25100.0
8797.0
10935.0
13109.0
13938.0
10925.0
3749.0
10200.0
10338.0
9719.0
11290.0
4578.0
1240.0
5920.0
15756.0
4628.0
9328.0
7320.0
3958.0
2318.0
9958.0
9542.0
22446.0
3830.0
9041.0
13519.0
3277.0
4948.0
4260.0
4987.0
5199.0
6913.0
8001.0
2340.0
4872.0
6079.0
8367.0
4900.0
9607.0
8717.0
6720.0
8679.0
7499.0
1750.0
8397.0
6290.0
42111.0
17160.0
17244.0
3820.0
14996.0
4318.0
10458.0
9303.0
3700.0
11066.0
6710.0
1239.0
4328.0
5849.0
14121.0
4264.0
7740.0
13550.0
9838.0
7259.0
15480.0
553.0
2100.0
10842.0
9533.0
11239.0
7285.0
5616.0
2687.0
2580.0
1270.0
22857.0
4000.0
5161.0
1750.0
8017.0
3870.0
8447.0
9623.0
10570.0
3838.0
3715.0
3860.0
5786.0
4281.0
7316.0
5094.0
3453.0
3140.0
3229.0
2036.0
5518.0
4010.0
5728.0
5481.0
5949.0
7450.0
5197.0
4943.0
6336.0
2863.0
13180.0
4358.0
4683.0
2797.0
5896.0
8126.0
1200.0
2230.0
2100.0
1286.0
10290.0
1510.0
4961.0
2719.0
4504.0
3120.0
2468.0
5298.0
5309.0
3410.0
1570.0
2280.0
15446.0
9278.0
5623.0
4828.0
4117.0
4255.0
7328.0
6574.0
6978.0
7328.0
7011.0
13417.0
9739.0
12037.0
10907.0
5386.0
11390.0
7836.0
7487.0
7367.0
7878.0
3670.0
11430.0
6925.0
6360.0
5227.0
6560.0
4530.0
18345.0
22216.0
5430.0
4412.0
6828.0
7310.0
3177.0
1551.0
2900.0
6159.0
6276.0
4910.0
3740.0
6390.0
6017.0
870.0
9354.0
6099.0
3470.0
5570.0
9872.0
4470.0
8998.0
19822.0
11264.0
25196.0
5780.0
13438.0
3090.0
4977.0
2848.0
9520.0
5000.0
12383.0
14074.0
7118.0
7593.0
13468.0
6034.0
9331.0
4177.0
8820.0
10340.0
9171.0
8777.0
5740.0
2155.0
25324.0
8796.0
5941.0
9310.0
3831.0
5710.0
5880.0
17548.0
28633.0
5467.0
11048.0
12304.0
7014.0
8164.0
6870.0
8626.0
5730.0
17534.0
6763.0
11850.0
8660.0
7290.0
5506.0
6000.0
250.0
6560.0
6605.0
4969.0
3070.0
4210.0
